"EventStampLocal","EventStampUtc","Worktree","Matched","Line"
"2026-08-03 19:40:21","2026-08-03 17:40:21","wt-050-known-shortcut-marker-followups","^Watcher done \(","2026-08-03 19:40:21  wt-050-known-shortcut-marker-followups  Watcher done (worktree preserved)."
"2026-08-03 19:42:50","2026-08-03 17:42:50","wt-050-known-shortcut-marker-followups","^Watcher started\.","2026-08-03 19:42:50  wt-050-known-shortcut-marker-followups  Watcher started. PID=21496 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-050-known-shortcut-marker-followups Branch=fix/wt-050-known-shortcut-marker-followups Timeout=300s"
"2026-08-03 19:47:51","2026-08-03 17:47:51","wt-050-known-shortcut-marker-followups","^Could not remove worktree because the folder is still locked:","2026-08-03 19:47:51  wt-050-known-shortcut-marker-followups  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-050-known-shortcut-marker-followups"
"2026-08-03 19:47:51","2026-08-03 17:47:51","wt-050-known-shortcut-marker-followups","^Watcher done \(","2026-08-03 19:47:51  wt-050-known-shortcut-marker-followups  Watcher done (worktree preserved)."
"2026-08-04 08:47:43","2026-08-04 06:47:43","037-raw-body-duplicate-hotkey-detection","^Watcher started\.","2026-08-04 08:47:43  037-raw-body-duplicate-hotkey-detection  Watcher started. PID=13696 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\037-raw-body-duplicate-hotkey-detection Branch=feature/wt-037-raw-body-duplicate-hotkey-detection Timeout=300s"
"2026-08-04 08:47:45","2026-08-04 06:47:45","wt-050-known-shortcut-marker-followups","^Watcher started\.","2026-08-04 08:47:45  wt-050-known-shortcut-marker-followups  Watcher started. PID=22760 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-050-known-shortcut-marker-followups Branch=fix/wt-050-known-shortcut-marker-followups Timeout=300s"
"2026-08-04 08:47:56","2026-08-04 06:47:56","037-raw-body-duplicate-hotkey-detection","^Watcher done \(","2026-08-04 08:47:56  037-raw-body-duplicate-hotkey-detection  Watcher done (worktree + branch removed)."
"2026-08-04 08:47:57","2026-08-04 06:47:57","wt-050-known-shortcut-marker-followups","^Watcher done \(","2026-08-04 08:47:57  wt-050-known-shortcut-marker-followups  Watcher done (worktree + branch removed)."
"2026-08-04 09:19:39","2026-08-04 07:19:39","051-hotstrings-mobile-branch-stale","^Watcher started\.","2026-08-04 09:19:39  051-hotstrings-mobile-branch-stale  Watcher started. PID=26716 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale Branch=fix/wt-051-hotstrings-mobile-branch-stale Timeout=300s"
"2026-08-04 09:21:33","2026-08-04 07:21:33","051-hotstrings-mobile-branch-stale","^Watcher started\.","2026-08-04 09:21:33  051-hotstrings-mobile-branch-stale  Watcher started. PID=27832 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale Branch=fix/wt-051-hotstrings-mobile-branch-stale Timeout=300s"
"2026-08-04 09:21:35","2026-08-04 07:21:35","chore-wt-mattpocock-plugin-migration","^Watcher started\.","2026-08-04 09:21:35  chore-wt-mattpocock-plugin-migration  Watcher started. PID=13188 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-mattpocock-plugin-migration Branch=fix/wt-chore/wt-mattpocock-plugin-migration Timeout=300s"
"2026-08-04 09:24:39","2026-08-04 07:24:39","051-hotstrings-mobile-branch-stale","^Could not remove worktree because the folder is still locked:","2026-08-04 09:24:39  051-hotstrings-mobile-branch-stale  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale"
"2026-08-04 09:24:40","2026-08-04 07:24:40","051-hotstrings-mobile-branch-stale","^Watcher done \(","2026-08-04 09:24:40  051-hotstrings-mobile-branch-stale  Watcher done (worktree preserved)."
"2026-08-04 09:26:34","2026-08-04 07:26:34","051-hotstrings-mobile-branch-stale","^Could not remove worktree because the folder is still locked:","2026-08-04 09:26:34  051-hotstrings-mobile-branch-stale  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale"
"2026-08-04 09:26:34","2026-08-04 07:26:34","051-hotstrings-mobile-branch-stale","^Watcher done \(","2026-08-04 09:26:34  051-hotstrings-mobile-branch-stale  Watcher done (worktree preserved)."
"2026-08-04 09:26:36","2026-08-04 07:26:36","chore-wt-mattpocock-plugin-migration","^Could not remove worktree because the folder is still locked:","2026-08-04 09:26:36  chore-wt-mattpocock-plugin-migration  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-mattpocock-plugin-migration"
"2026-08-04 09:26:36","2026-08-04 07:26:36","chore-wt-mattpocock-plugin-migration","^Watcher done \(","2026-08-04 09:26:36  chore-wt-mattpocock-plugin-migration  Watcher done (worktree preserved)."
"2026-08-04 09:31:02","2026-08-04 07:31:02","051-hotstrings-mobile-branch-stale","^Watcher started\.","2026-08-04 09:31:02  051-hotstrings-mobile-branch-stale  Watcher started. PID=5000 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale Branch=fix/wt-051-hotstrings-mobile-branch-stale Timeout=300s"
"2026-08-04 09:31:04","2026-08-04 07:31:04","051-hotstrings-mobile-branch-stale","^Watcher done \(","2026-08-04 09:31:04  051-hotstrings-mobile-branch-stale  Watcher done (worktree + branch removed)."
"2026-08-04 09:32:39","2026-08-04 07:32:39","chore-wt-mattpocock-plugin-migration","^Watcher started\.","2026-08-04 09:32:39  chore-wt-mattpocock-plugin-migration  Watcher started. PID=1124 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-mattpocock-plugin-migration Branch=fix/wt-chore/wt-mattpocock-plugin-migration Timeout=300s"
"2026-08-04 09:32:40","2026-08-04 07:32:40","fix-051-hotkey-raw-body-inline-error","^Watcher started\.","2026-08-04 09:32:40  fix-051-hotkey-raw-body-inline-error  Watcher started. PID=27860 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\fix-051-hotkey-raw-body-inline-error Branch=fix/wt-051-hotkey-raw-body-inline-error Timeout=300s"
"2026-08-04 09:32:44","2026-08-04 07:32:44","fix-051-hotkey-raw-body-inline-error","^Watcher done \(","2026-08-04 09:32:44  fix-051-hotkey-raw-body-inline-error  Watcher done (worktree + branch removed)."
"2026-08-04 09:38:38","2026-08-04 07:38:38","chore-wt-mattpocock-plugin-migration","^Watcher started\.","2026-08-04 09:38:38  chore-wt-mattpocock-plugin-migration  Watcher started. PID=12912 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-mattpocock-plugin-migration Branch=fix/wt-chore/wt-mattpocock-plugin-migration Timeout=300s"
"2026-08-04 11:55:53","2026-08-04 09:55:53","chore-wt-mattpocock-plugin-migration","^Watcher started\.","2026-08-04 11:55:53  chore-wt-mattpocock-plugin-migration  Watcher started. PID=25920 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-mattpocock-plugin-migration Branch=fix/wt-chore/wt-mattpocock-plugin-migration Timeout=300s"
"2026-08-04 11:56:01","2026-08-04 09:56:01","chore-wt-mattpocock-plugin-migration","^Watcher done \(","2026-08-04 11:56:01  chore-wt-mattpocock-plugin-migration  Watcher done (worktree + branch removed)."
"2026-08-04 13:54:13","2026-08-04 11:54:13","051-hotstrings-mobile-branch-stale","^Watcher started\.","2026-08-04 13:54:13  051-hotstrings-mobile-branch-stale  Watcher started. PID=23152 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotstrings-mobile-branch-stale Branch=fix/wt-051-hotstrings-mobile-branch-stale Timeout=300s"
"2026-08-04 13:54:14","2026-08-04 11:54:14","fix-051-hotkey-raw-body-inline-error","^Watcher started\.","2026-08-04 13:54:14  fix-051-hotkey-raw-body-inline-error  Watcher started. PID=11156 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\fix-051-hotkey-raw-body-inline-error Branch=fix/wt-051-hotkey-raw-body-inline-error Timeout=300s"
"2026-08-04 13:54:22","2026-08-04 11:54:22","fix-051-hotkey-raw-body-inline-error","^Watcher done \(","2026-08-04 13:54:22  fix-051-hotkey-raw-body-inline-error  Watcher done (worktree + branch removed)."
"2026-08-04 13:54:27","2026-08-04 11:54:27","051-hotstrings-mobile-branch-stale","^Watcher done \(","2026-08-04 13:54:27  051-hotstrings-mobile-branch-stale  Watcher done (worktree + branch removed)."
"2026-08-04 15:19:39","2026-08-04 13:19:39","051-hotkey-raw-body-inline-error","^Watcher started\.","2026-08-04 15:19:39  051-hotkey-raw-body-inline-error  Watcher started. PID=22012 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\051-hotkey-raw-body-inline-error Branch=fix/wt-051-hotkey-raw-body-inline-error Timeout=300s"
"2026-08-04 15:19:40","2026-08-04 13:19:40","opencode-config","^Watcher started\.","2026-08-04 15:19:40  opencode-config  Watcher started. PID=17180 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\opencode-config Branch=chore/wt-opencode-config Timeout=300s"
"2026-08-04 15:19:41","2026-08-04 13:19:41","planning-mode-handoff","^Watcher started\.","2026-08-04 15:19:41  planning-mode-handoff  Watcher started. PID=17740 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\planning-mode-handoff Branch=chore/wt-planning-mode-handoff Timeout=300s"
"2026-08-04 15:19:44","2026-08-04 13:19:44","planning-mode-handoff","^Watcher done \(","2026-08-04 15:19:44  planning-mode-handoff  Watcher done (worktree + branch removed)."
"2026-08-04 15:19:46","2026-08-04 13:19:46","opencode-config","^Watcher done \(","2026-08-04 15:19:46  opencode-config  Watcher done (worktree + branch removed)."
"2026-08-04 15:19:47","2026-08-04 13:19:47","051-hotkey-raw-body-inline-error","^Watcher done \(","2026-08-04 15:19:47  051-hotkey-raw-body-inline-error  Watcher done (worktree + branch removed)."
"2026-08-04 19:27:48","2026-08-04 17:27:48","052-hotstrings-mobile-list-column-widths","^Watcher started\.","2026-08-04 19:27:48  052-hotstrings-mobile-list-column-widths  Watcher started. PID=6204 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\052-hotstrings-mobile-list-column-widths Branch=fix/wt-052-hotstrings-mobile-list-column-widths Timeout=300s"
"2026-08-04 19:27:50","2026-08-04 17:27:50","move-backlog-root","^Watcher started\.","2026-08-04 19:27:50  move-backlog-root  Watcher started. PID=10016 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\move-backlog-root Branch=chore/wt-move-backlog-root Timeout=300s"
"2026-08-04 19:28:00","2026-08-04 17:28:00","move-backlog-root","^Watcher done \(","2026-08-04 19:28:00  move-backlog-root  Watcher done (worktree + branch removed)."
"2026-08-04 19:28:00","2026-08-04 17:28:00","052-hotstrings-mobile-list-column-widths","^Watcher done \(","2026-08-04 19:28:00  052-hotstrings-mobile-list-column-widths  Watcher done (worktree + branch removed)."
"2026-08-05 11:45:28","2026-08-05 09:45:28","wt-043-header-snippet-library","^Worktree was preserved \(not removed\):","2026-08-05 11:45:28  wt-043-header-snippet-library  Worktree was preserved (not removed): branch 'fix/wt-043-header-snippet-library' is not merged into main"
"2026-08-05 20:22:27","2026-08-05 18:22:27","wt-043-header-snippet-library","^Watcher started\.","2026-08-05 20:22:27  wt-043-header-snippet-library  Watcher started. PID=19840 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-043-header-snippet-library Branch=fix/wt-043-header-snippet-library Timeout=300s"
"2026-08-05 20:22:40","2026-08-05 18:22:40","wt-043-header-snippet-library","^Watcher done \(","2026-08-05 20:22:40  wt-043-header-snippet-library  Watcher done (worktree + branch removed)."
"2026-08-05 20:41:32","2026-08-05 18:41:32","feature-wt-profiles-page-download","^Watcher started\.","2026-08-05 20:41:32  feature-wt-profiles-page-download  Watcher started. PID=28684 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\feature-wt-profiles-page-download Branch=feature/wt-profiles-page-download Timeout=300s"
"2026-08-05 20:46:33","2026-08-05 18:46:33","feature-wt-profiles-page-download","^Watcher done \(","2026-08-05 20:46:33  feature-wt-profiles-page-download  Watcher done (worktree preserved)."
"2026-08-05 20:46:33","2026-08-05 18:46:33","feature-wt-profiles-page-download","^Could not remove worktree because the folder is still locked:","2026-08-05 20:46:33  feature-wt-profiles-page-download  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\feature-wt-profiles-page-download"
"2026-08-06 07:21:44","2026-08-06 05:21:44","042-key-rebinds-first-class-rows","^Worktree was preserved \(not removed\):","2026-08-06 07:21:44  042-key-rebinds-first-class-rows  Worktree was preserved (not removed): branch 'fix/wt-042-key-rebinds-first-class-rows' is not merged into main"
"2026-08-06 08:02:43","2026-08-06 06:02:43","feature-wt-profiles-page-download","^Watcher started\.","2026-08-06 08:02:43  feature-wt-profiles-page-download  Watcher started. PID=8748 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\feature-wt-profiles-page-download Branch=feature/wt-profiles-page-download Timeout=300s"
"2026-08-06 08:02:56","2026-08-06 06:02:56","feature-wt-profiles-page-download","^Watcher done \(","2026-08-06 08:02:56  feature-wt-profiles-page-download  Watcher done (worktree + branch removed)."
"2026-08-06 12:58:42","2026-08-06 10:58:42","042-key-rebinds-first-class-rows","^Watcher started\.","2026-08-06 12:58:42  042-key-rebinds-first-class-rows  Watcher started. PID=17928 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\042-key-rebinds-first-class-rows Branch=fix/wt-042-key-rebinds-first-class-rows Timeout=300s"
"2026-08-06 12:58:44","2026-08-06 10:58:44","worktree-guard-bash-writes","^Watcher started\.","2026-08-06 12:58:44  worktree-guard-bash-writes  Watcher started. PID=12316 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\worktree-guard-bash-writes Branch=fix/wt-worktree-guard-bash-writes Timeout=300s"
"2026-08-06 12:58:52","2026-08-06 10:58:52","worktree-guard-bash-writes","^Watcher done \(","2026-08-06 12:58:52  worktree-guard-bash-writes  Watcher done (worktree + branch removed)."
"2026-08-06 12:58:52","2026-08-06 10:58:52","042-key-rebinds-first-class-rows","^Watcher done \(","2026-08-06 12:58:52  042-key-rebinds-first-class-rows  Watcher done (worktree + branch removed)."
"2026-08-06 12:59:02","2026-08-06 10:59:02","downloads-save-failure","^Watcher started\.","2026-08-06 12:59:02  downloads-save-failure  Watcher started. PID=26692 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\downloads-save-failure Branch=fix/wt-downloads-save-failure Timeout=300s"
"2026-08-06 12:59:04","2026-08-06 10:59:04","downloads-save-failure","^Watcher done \(","2026-08-06 12:59:04  downloads-save-failure  Watcher done (worktree + branch removed)."
"2026-08-06 12:59:34","2026-08-06 10:59:34","disabled-button-tooltip","^Watcher started\.","2026-08-06 12:59:34  disabled-button-tooltip  Watcher started. PID=15864 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\disabled-button-tooltip Branch=fix/wt-disabled-button-tooltip Timeout=300s"
"2026-08-06 12:59:36","2026-08-06 10:59:36","disabled-button-tooltip","^Watcher done \(","2026-08-06 12:59:36  disabled-button-tooltip  Watcher done (worktree + branch removed)."
"2026-08-06 13:00:04","2026-08-06 11:00:04","downloads-save-failure","^Watcher started\.","2026-08-06 13:00:04  downloads-save-failure  Watcher started. PID=3740 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\downloads-save-failure Branch=fix/wt-downloads-save-failure Timeout=300s"
"2026-08-06 13:00:06","2026-08-06 11:00:06","downloads-save-failure","^Watcher done \(","2026-08-06 13:00:06  downloads-save-failure  Watcher done (worktree + branch removed)."
"2026-08-06 13:09:23","2026-08-06 11:09:23","disabled-button-tooltip","^Watcher started\.","2026-08-06 13:09:23  disabled-button-tooltip  Watcher started. PID=28876 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\disabled-button-tooltip Branch=fix/wt-disabled-button-tooltip Timeout=300s"
"2026-08-06 13:09:26","2026-08-06 11:09:26","disabled-button-tooltip","^Watcher done \(","2026-08-06 13:09:26  disabled-button-tooltip  Watcher done (worktree + branch removed)."
"2026-08-06 13:17:48","2026-08-06 11:17:48","backlog-060","^Watcher started\.","2026-08-06 13:17:48  backlog-060  Watcher started. PID=23292 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\backlog-060 Branch=chore/wt-backlog-060 Timeout=300s"
"2026-08-06 13:17:51","2026-08-06 11:17:51","backlog-060","^Watcher done \(","2026-08-06 13:17:51  backlog-060  Watcher done (worktree + branch removed)."
"2026-08-06 14:57:22","2026-08-06 12:57:22","backlog-060-061","^Watcher started\.","2026-08-06 14:57:22  backlog-060-061  Watcher started. PID=27140 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\backlog-060-061 Branch=chore/wt-backlog-060-061 Timeout=300s"
"2026-08-06 14:57:28","2026-08-06 12:57:28","backlog-060-061","^Watcher done \(","2026-08-06 14:57:28  backlog-060-061  Watcher done (worktree + branch removed)."
"2026-08-06 15:36:58","2026-08-06 13:36:58","wt-worktree-cleanup-sweep","^Watcher started\.","2026-08-06 15:36:58  wt-worktree-cleanup-sweep  Watcher started. PID=21932 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-worktree-cleanup-sweep Branch=fix/wt-worktree-cleanup-sweep Timeout=300s"
"2026-08-06 15:41:59","2026-08-06 13:41:59","wt-worktree-cleanup-sweep","^Could not remove worktree because the folder is still locked:","2026-08-06 15:41:59  wt-worktree-cleanup-sweep  Could not remove worktree because the folder is still locked: C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-worktree-cleanup-sweep"
"2026-08-06 15:41:59","2026-08-06 13:41:59","wt-worktree-cleanup-sweep","^Watcher done \(","2026-08-06 15:41:59  wt-worktree-cleanup-sweep  Watcher done (worktree preserved)."
"2026-08-06 18:28:45","2026-08-06 16:28:45","057-downloads-save-failure","^Watcher started\.","2026-08-06 18:28:45  057-downloads-save-failure  Watcher started. PID=35444 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\057-downloads-save-failure Branch=fix/wt-057-downloads-save-failure Timeout=300s"
"2026-08-06 18:28:51","2026-08-06 16:28:51","057-downloads-save-failure","^Watcher done \(","2026-08-06 18:28:51  057-downloads-save-failure  Watcher done (worktree + branch removed)."
"2026-08-07 20:55:28","2026-08-07 18:55:28","058-native-edit-refusal","^Watcher started\.","2026-08-07 20:55:28  058-native-edit-refusal  Watcher started. PID=24756 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\058-native-edit-refusal Branch=fix/wt-058-native-edit-refusal Timeout=300s"
"2026-08-07 20:55:29","2026-08-07 18:55:29","059-lcontrol-rcontrol-key-aliases","^Watcher started\.","2026-08-07 20:55:29  059-lcontrol-rcontrol-key-aliases  Watcher started. PID=35480 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\059-lcontrol-rcontrol-key-aliases Branch=fix/wt-059-lcontrol-rcontrol-key-aliases Timeout=300s"
"2026-08-07 20:55:30","2026-08-07 18:55:30","061-backlog-number-collisions","^Watcher started\.","2026-08-07 20:55:30  061-backlog-number-collisions  Watcher started. PID=38248 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\061-backlog-number-collisions Branch=fix/wt-061-backlog-number-collisions Timeout=300s"
"2026-08-07 20:55:39","2026-08-07 18:55:39","059-lcontrol-rcontrol-key-aliases","^Watcher done \(","2026-08-07 20:55:39  059-lcontrol-rcontrol-key-aliases  Watcher done (worktree + branch removed)."
"2026-08-07 20:55:39","2026-08-07 18:55:39","061-backlog-number-collisions","^Watcher done \(","2026-08-07 20:55:39  061-backlog-number-collisions  Watcher done (worktree + branch removed)."
"2026-08-07 20:55:55","2026-08-07 18:55:55","058-native-edit-refusal","^Watcher done \(","2026-08-07 20:55:55  058-native-edit-refusal  Watcher done (worktree + branch removed)."
"2026-08-07 21:00:42","2026-08-07 19:00:42","053-title-tooltip-dead-on-disabled-action-buttons","^Watcher started\.","2026-08-07 21:00:42  053-title-tooltip-dead-on-disabled-action-buttons  Watcher started. PID=30772 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\053-title-tooltip-dead-on-disabled-action-buttons Branch=fix/wt-053-title-tooltip-dead-on-disabled-action-buttons Timeout=300s"
"2026-08-07 21:00:48","2026-08-07 19:00:48","053-title-tooltip-dead-on-disabled-action-buttons","^Watcher done \(","2026-08-07 21:00:48  053-title-tooltip-dead-on-disabled-action-buttons  Watcher done (worktree + branch removed)."
"2026-08-08 08:38:06","2026-08-08 06:38:06","056-disabled-reason","^Watcher started\.","2026-08-08 08:38:06  056-disabled-reason  Watcher started. PID=33812 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\056-disabled-reason Branch=fix/wt-056-disabled-reason-keyboard-touch Timeout=300s"
"2026-08-08 08:38:07","2026-08-08 06:38:07","backlog-pending-folder","^Watcher started\.","2026-08-08 08:38:07  backlog-pending-folder  Watcher started. PID=31248 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\backlog-pending-folder Branch=chore/wt-backlog-pending-folder Timeout=300s"
"2026-08-08 08:38:14","2026-08-08 06:38:14","backlog-pending-folder","^Watcher done \(","2026-08-08 08:38:14  backlog-pending-folder  Watcher done (worktree + branch removed)."
"2026-08-08 08:38:14","2026-08-08 06:38:14","056-disabled-reason","^Watcher done \(","2026-08-08 08:38:14  056-disabled-reason  Watcher done (worktree + branch removed)."
"2026-08-08 13:59:13","2026-08-08 11:59:13","066-ci-suite-failures","^Watcher started\.","2026-08-08 13:59:13  066-ci-suite-failures  Watcher started. PID=25416 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\066-ci-suite-failures Branch=fix/wt-066-ci-suite-failures Timeout=300s"
"2026-08-08 13:59:18","2026-08-08 11:59:18","066-ci-suite-failures","^Watcher done \(","2026-08-08 13:59:18  066-ci-suite-failures  Watcher done (worktree + branch removed)."
"2026-08-08 17:40:53","2026-08-08 15:40:53","pr-agent-fixes","^Watcher started\.","2026-08-08 17:40:53  pr-agent-fixes  Watcher started. PID=11312 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\pr-agent-fixes Branch=feature/pr-agent-review-workflow Timeout=300s"
"2026-08-08 17:41:01","2026-08-08 15:41:01","pr-agent-fixes","^Watcher done \(","2026-08-08 17:41:01  pr-agent-fixes  Watcher done (worktree + branch removed)."
"2026-08-08 22:34:59","2026-08-08 20:34:59","chore-wt-067-close","^Watcher started\.","2026-08-08 22:34:59  chore-wt-067-close  Watcher started. PID=14540 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\chore-wt-067-close Branch=chore/wt-067-close Timeout=300s"
"2026-08-08 22:35:00","2026-08-08 20:35:00","flaky-tests","^Watcher started\.","2026-08-08 22:35:00  flaky-tests  Watcher started. PID=37156 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\flaky-tests Branch=fix/wt-flaky-tests Timeout=300s"
"2026-08-08 22:35:07","2026-08-08 20:35:07","chore-wt-067-close","^Watcher done \(","2026-08-08 22:35:07  chore-wt-067-close  Watcher done (worktree + branch removed)."
"2026-08-08 22:35:07","2026-08-08 20:35:07","flaky-tests","^Watcher done \(","2026-08-08 22:35:07  flaky-tests  Watcher done (worktree + branch removed)."
"2026-08-09 17:06:48","2026-08-09 15:06:48","wt-068-flaky-tests","^Watcher started\.","2026-08-09 17:06:48  wt-068-flaky-tests  Watcher started. PID=26140 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\wt-068-flaky-tests Branch=fix/wt-068-flaky-tests Timeout=300s"
"2026-08-09 17:06:53","2026-08-09 15:06:53","wt-068-flaky-tests","^Watcher done \(","2026-08-09 17:06:53  wt-068-flaky-tests  Watcher done (worktree + branch removed)."
"2026-08-10 14:16:11","2026-08-10 12:16:11","prose-authority","^Watcher started\.","2026-08-10 14:16:11  prose-authority  Watcher started. PID=22232 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\prose-authority Branch=fix/wt-prose-authority Timeout=300s"
"2026-08-10 14:16:16","2026-08-10 12:16:16","prose-authority","^Watcher done \(","2026-08-10 14:16:16  prose-authority  Watcher done (worktree + branch removed)."
"2026-08-10 18:08:26","2026-08-10 16:08:26","068-block","^Watcher started\.","2026-08-10 18:08:26  068-block  Watcher started. PID=10180 Worktree=C:\Dev\segocom-github\AHKFlowApp\.claude\worktrees\068-block Branch=chore/wt-068-block Timeout=300s"
"2026-08-10 18:08:34","2026-08-10 16:08:34","068-block","^Watcher done \(","2026-08-10 18:08:34  068-block  Watcher done (worktree + branch removed)."
